id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,gba_identifier,zone,junction
FKID005030,planned,12.9694376,77.7006327,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-14 20:47:16.768+00,closed,yes,location towards marathahalli and karthiknagara towards mahadevapura traffic movement will be slow due to metro station pillar work,,ORR East 2,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,NULL
FKID005031,unplanned,12.9577083,77.7458017,"Varthur Road, Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 02:48:50.15+00,closed,yes,person towards location,heavy_vehicle,Varthur Road,High,Whitefield,Bengaluru East Corporation,East Zone 1,NULL
FKID005032,unplanned,13.13606,77.6174583,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-14 02:08:00.665+00,closed,yes,near iaf on flyover to wards city ncc work traffic normal movement,,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID005033,unplanned,12.9959077,77.6710497,"ORR North 1, Mahadevapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 18:16:10.77+00,closed,no,near by ttk vehicle breakdown,others,ORR North 1,High,Mahadevapura,Bengaluru East Corporation,East Zone 2,NULL
FKID005034,unplanned,13.0257659,77.7195142,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 03:26:04.474+00,closed,yes,medahalli bridge towards avalahalli goods auto off road traffic problem,others,Non-corridor,Low,K.R. Pura,Bengaluru East Corporation,East Zone 2,NULL
FKID005035,unplanned,13.0262486,77.5445358,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 03:54:17.133+00,closed,yes,vehicle breakdown along Tumkur Road corridor and under Yeshwanthpura jurisdiction,bmtc_bus,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,NULL
FKID005036,unplanned,13.0333363,77.5886018,"Bellary Road 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 18:58:30.872+00,closed,yes,lorry stating problem starting problem,truck,Bellary Road 1,High,Hebbala,Bengaluru North Corporation,North Zone 2,NULL
FKID005037,unplanned,13.0069922,77.7575016,"Mahadevapura Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-14 03:52:06.324+00,closed,no,weekend slow moving traffic towards belathur and hopefarm,,Non-corridor,Low,Mahadevapura,Bengaluru East Corporation,East Zone 1,NULL
FKID005038,unplanned,12.8833834,77.7522799,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2023-12-15 19:36:49.04+00,active,yes,road work in dommasandra cercle slow moving traffic,,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID005039,unplanned,12.9374294,77.4716733,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",accident,TRUE,2024-01-26 23:50:10.030182+00,resolved,yes,cobra 1 attended,,Non-corridor,Low,Jnanabharathi,NULL,NULL,NULL
FKID005040,planned,13.0393192,77.6416992,"Airport New South Road, Hennuru Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2023-12-15 19:24:44.287+00,closed,yes,bwssb work,,Airport New South Road,High,Hennuru,Bengaluru North Corporation,North Zone 1,NULL
FKID005041,unplanned,12.9374302,77.4716732,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-26 23:55:27.357722+00,resolved,yes,attended cobra 2,,Non-corridor,Low,Jnanabharathi,NULL,NULL,NULL
FKID005042,unplanned,12.8836188,77.7523911,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2023-12-15 19:38:08.931+00,active,yes,road work in dommasandra cercle slow moving traffic,,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID005043,unplanned,12.9982107,77.584406,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:47:34.211+00,closed,yes,palace guttalli to palace cross,others,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,NULL
FKID005044,unplanned,13.0429917,77.5986233,"ORR North 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 21:12:23.792+00,closed,yes,starting problem,lcv,ORR North 1,High,Hebbala,Bengaluru North Corporation,North Zone 1,NULL
FKID005045,unplanned,12.9736933,77.698385,"ORR East 2, Mahadevapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 21:02:05.547+00,closed,yes,vehicle break down,private_bus,ORR East 2,High,Mahadevapura,Bengaluru East Corporation,East Zone 1,NULL
FKID005046,planned,12.9695049,77.7006885,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-15 21:01:38.834+00,closed,yes,location towards location and karthiknagara towards marathahalli traffic movement will be slow due to metro station pillar work,,ORR East 2,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,NULL
FKID005047,unplanned,13.0447135,77.5828156,"ORR North 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-27 06:22:23.831+00,active,yes,bwssb and kride work at location hebbal circle to bhadrappa layout traffic moments slow moving,,ORR North 2,High,Kodigehalli,NULL,NULL,NULL
FKID005048,unplanned,13.0114761,77.6158094,"K.G. Halli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 21:42:21.701+00,closed,yes,starting problem,bmtc_bus,Non-corridor,Low,K.G. Halli,Bengaluru North Corporation,North Zone 1,NULL
FKID005049,unplanned,13.02419,77.585095,"Bellary Road 1, R.T. Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 03:02:26.398+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under R.T. Nagar jurisdiction,heavy_vehicle,Bellary Road 1,High,R.T. Nagar,Bengaluru North Corporation,North Zone 2,NULL
FKID005050,unplanned,13.0248967,77.5852933,"Bellary Road 1, R.T. Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 02:56:18.533+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under R.T. Nagar jurisdiction,heavy_vehicle,Bellary Road 1,High,R.T. Nagar,Bengaluru North Corporation,North Zone 2,NULL
FKID005051,unplanned,12.8536781,77.5886266,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:21:21.283+00,active,yes,pot holes along Non-corridor corridor and under Hulimavu jurisdiction,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005052,unplanned,12.9966811,77.5847663,"Bellary Road 1, High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-27 18:54:07.153+00,closed,yes,cement mixer vehicle right side weel puncture,heavy_vehicle,Bellary Road 1,High,High ground,NULL,NULL,NULL
FKID005053,unplanned,12.8558281,77.5891032,"Bannerghata Road, Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:30:35.168+00,active,yes,pot holes along Bannerghata Road corridor and under Hulimavu jurisdiction,,Bannerghata Road,High,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005054,unplanned,13.0031856,77.6817413,"ORR East 2, K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2023-12-15 22:40:58.56+00,closed,no,pc 19132,,ORR East 2,High,K.R. Pura,Bengaluru East Corporation,East Zone 2,NULL
FKID005055,unplanned,12.9006323,77.5437131,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:49:24.516+00,closed,yes,bad road,,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,NULL
FKID005056,unplanned,12.8985353,77.5444672,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:52:27.544+00,closed,yes,bad road,,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,NULL
FKID005057,unplanned,12.8985353,77.5444672,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:51:52.715+00,closed,yes,bad road,,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,NULL
FKID005058,unplanned,12.9005867,77.5438265,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:50:37.082+00,closed,yes,bad road,,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,NULL
FKID005059,unplanned,12.8987151,77.5434386,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-15 22:53:50.627+00,closed,yes,bad road,,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,NULL
FKID005060,unplanned,13.0013317,77.5254817,"Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 05:53:40.193+00,closed,no,vehicle breakdown along Non-corridor corridor and under Rajajinagar jurisdiction,heavy_vehicle,Non-corridor,Low,Rajajinagar,Bengaluru West Corporation,West Zone 1,NULL
FKID005061,unplanned,13.0628382,77.457775,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2023-12-15 21:06:07.231+00,closed,yes,incoming main road near madhanayakanahalli,heavy_vehicle,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID005062,unplanned,13.0008764,77.5253349,"Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",test_demo,FALSE,2024-01-14 07:13:53.233+00,closed,no,person,,Non-corridor,Low,Rajajinagar,Bengaluru West Corporation,West Zone 1,NULL
FKID005063,unplanned,12.8957185,77.5858889,"J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 00:11:33.584+00,active,yes,pot holes along Non-corridor corridor and under J.P. Nagar jurisdiction,,Non-corridor,Low,J.P. Nagar,Bengaluru South Corporation,South Zone 2,NULL
FKID005064,unplanned,12.8734856,77.6249806,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:24:33.893+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005065,unplanned,12.8732336,77.6250213,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:23:15.953+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005066,unplanned,12.862841,77.5909922,"Bannerghata Road, Hulimavu Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-16 00:02:08.463+00,closed,yes,person one wheal cut it will take 15 to 20 mins,others,Bannerghata Road,High,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005067,unplanned,12.8734226,77.6251124,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:25:10.679+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005068,unplanned,12.8873546,77.7383875,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-14 07:27:58.255+00,active,yes,need to remove electric pole because pole in midle of the road causing sevior troubles to people s and getting shock shock,,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID005069,unplanned,12.8733786,77.6251986,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:25:51.052+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005070,unplanned,13.0018255,77.5839711,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:59:58.238+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under Sadashivanagar jurisdiction,ksrtc_bus,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,NULL
FKID005071,unplanned,12.9983001,77.5844179,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:45:40.089+00,closed,yes,person to palce cross,others,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,NULL
FKID005072,unplanned,12.8732948,77.6249204,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:28:14.384+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005073,unplanned,12.8733061,77.6249084,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:27:49.027+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005074,unplanned,13.0566434,77.4730025,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 08:09:17.983+00,closed,yes,disel prablam disel vacum prablam,truck,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID005075,unplanned,12.8732949,77.6249151,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 01:28:35.341+00,active,yes,pothole,,Non-corridor,Low,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005076,unplanned,13.0542733,77.7627317,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-14 17:53:20.642+00,closed,yes,starting problem,heavy_vehicle,Non-corridor,Low,K.R. Pura,NULL,NULL,NULL
FKID005077,unplanned,12.8067551,77.663391,"Electronic City Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 03:40:34.466+00,active,yes,phone,,Non-corridor,Low,Electronic City,NULL,NULL,NULL
FKID005078,unplanned,12.8947067,77.6258933,"Madiwala Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 04:15:31.739+00,active,yes,lenth 4 ft width 2ft depth 6ft,,Non-corridor,Low,Madiwala,Bengaluru South Corporation,South Zone 2,NULL
FKID005079,unplanned,13.0376493,77.6521579,"Hennuru Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2023-12-16 04:12:42.71+00,closed,yes,road conditions along Non-corridor corridor and under Hennuru jurisdiction,,Non-corridor,Low,Hennuru,Bengaluru East Corporation,East Zone 2,NULL
FKID005080,unplanned,12.8932515,77.6215089,"Madiwala Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 04:14:32.16+00,active,yes,lenth 4 ft depth 0 6ft width 4ft,,Non-corridor,Low,Madiwala,Bengaluru South Corporation,South Zone 2,NULL
FKID005081,unplanned,12.9448609,77.7470882,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-14 18:43:55.81+00,closed,yes,heavy person offload varthur bridge towards varthur person,heavy_vehicle,Non-corridor,Low,Whitefield,Bengaluru East Corporation,East Zone 1,NULL
FKID005082,unplanned,13.0489099,77.6456761,"Hennuru Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-14 21:36:58.514+00,closed,yes,white tapping,,Non-corridor,Low,Hennuru,Bengaluru East Corporation,East Zone 2,NULL
FKID005083,unplanned,12.9996438,77.6665625,"ORR North 1, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 20:31:50.552+00,closed,yes,hgv vehicle breakdown traffic normal moving,heavy_vehicle,ORR North 1,High,Banaswadi,Bengaluru East Corporation,East Zone 2,NULL
FKID005084,unplanned,13.2037217,77.66538,"Devanahalli Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-27 22:03:46.585+00,closed,yes,vehicle breakdown tyre brust,truck,Non-corridor,Low,Devanahalli Airport,NULL,NULL,NULL
FKID005085,unplanned,13.0480034,77.5001494,"Chikkabanavara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-16 20:47:49.167+00,closed,yes,this vehicle battery problem at ikea opposite on flyover towards city traffic movement normal,lcv,Non-corridor,Low,Chikkabanavara,Bengaluru North Corporation,North Zone 2,NULL
FKID005086,planned,13.0395111,77.6413561,"Airport New South Road, Hennuru Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-16 19:39:03.642+00,closed,yes,path construction at location person bagalur road,,Airport New South Road,High,Hennuru,Bengaluru North Corporation,North Zone 1,NULL
FKID005087,unplanned,12.973092,77.5130496,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-27 21:19:07.74+00,closed,no,car accident road break location,,Non-corridor,Low,Jnanabharathi,NULL,NULL,NULL
FKID005088,unplanned,12.9145203,77.568181,"ORR West 1, K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-27 20:31:02.644+00,closed,yes,auto off road due to puncture at person canteen towards yarabnagara jn traffic normal,auto,ORR West 1,High,K.S. Layout,NULL,NULL,NULL
FKID005089,unplanned,12.91014575,77.48021156,"Mysore Road, Kengeri Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-15 04:29:30.917+00,closed,yes,vehicle off road,,Mysore Road,High,Kengeri,Bengaluru West Corporation,West Zone 1,NULL
FKID005090,unplanned,13.0040774,77.5841625,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2023-12-16 22:10:23.844+00,closed,yes,from mekhri circle to person,,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,NULL
FKID005091,planned,13.0491164,77.6454881,"Hennuru Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-01-15 03:36:55.046+00,closed,yes,white tapping work at geddalahalli bus stop person bagalur road slow movement,,Non-corridor,Low,Hennuru,Bengaluru East Corporation,East Zone 2,NULL
FKID005092,unplanned,12.9387831,77.7472987,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-01-14 22:49:52.945+00,closed,no,weekly vegitable market varthur traffic slow moving gunjur to varthur person nd varthur kodi gunjur,,Non-corridor,Low,Whitefield,Bengaluru East Corporation,East Zone 1,NULL
FKID005093,unplanned,13.0007914,77.5840477,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 03:10:59.738+00,closed,yes,vehicle off road due to gear lock,heavy_vehicle,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,NULL
FKID005094,unplanned,13.0195812,77.5396672,"Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-27 23:53:54.734+00,active,yes,work bwssb vehicle movement slow,,Non-corridor,Low,Yeshwanthpura,NULL,NULL,NULL
FKID005095,unplanned,13.0810208,77.5483312,"Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 05:25:53.591+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Yelahanka jurisdiction,bmtc_bus,Non-corridor,Low,Yelahanka,Bengaluru North Corporation,North Zone 1,NULL
FKID005096,unplanned,12.9967437,77.5845398,"Bellary Road 1, Sheshadripuram Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 06:58:17.864+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under Sheshadripuram jurisdiction,ksrtc_bus,Bellary Road 1,High,Sheshadripuram,Bengaluru Central Corporation,Central Zone 2,NULL
FKID005097,unplanned,12.9968617,77.5845415,"Bellary Road 1, High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 07:00:35.862+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under High ground jurisdiction,ksrtc_bus,Bellary Road 1,High,High ground,Bengaluru Central Corporation,Central Zone 2,NULL
